สาขาวิชา,ชาย,หญิง,ไม่ระบุเพศ,แรงงานไทย,แรงงานต่างด้าว,แรงงานที่ต้องการรวม
วิทยาศาสตร์,7,4,46,57,0,57
วิทยาศาสตร์การอาหาร,0,1,4,5,0,5
วิทยาศาสตร์การผลิต,1,0,0,1,0,1
วิทยาศาสตร์เคมี,0,1,0,1,0,1
วิทยาศาสตร์รังสีเทคนิค,0,1,0,1,0,1
วิทยาศาสตร์การกีฬา,1,0,0,1,0,1
Total_ALL_วิทยาศาสตร์,9,7,50,66,0,66
