สาขาวิชา,ชาย,หญิง,ไม่ระบุเพศ,แรงงานไทย,แรงงานต่างด้าว,แรงงานที่ต้องการรวม
วิศวกรรม,209,61,87,357,0,357
วิศวกรรมไฟฟ้า,1,0,5,6,0,6
วิศวกรรมอุตสาหการ,0,1,1,2,0,2
วิศวกรรมเครื่องกล,0,0,2,2,0,2
Total_ALL_วิศวกรรม,210,62,95,367,0,367
